Row Labels;Sum of daily unique entries
15;72
16;81
17;94
18;99
19;67
20;25
02 February 2020;463
7;1
8;35
9;59
10;74
11;93
12;92
13;76
14;63
15;68
16;72
17;102
18;94
19;86
20;27
23;1
03 February 2020;1031
6;3
7;85
8;120
9;111
10;62
11;114
12;129
13;119
14;96
15;143
16;191
17;213
18;272
19;216
20;149
21;82
22;56
23;1
04 February 2020;1055
4;1
6;1
7;100
8;110
9;102
10;103
11;111
12;174
13;131
14;112
15;104
16;165
17;206
18;229
19;215
20;151
21;101
22;18
05 February 2020;1001
3;1
5;1
6;4
7;90
8;119
9;104
10;84
11;125
12;188
13;180
14;126
15;149
16;149
17;197
18;200
19;155
20;131
21;74
22;10
06 February 2020;922
6;1
7;78
8;106
9;83
10;67
11;92
12;132
13;126
14;94
15;65
16;146
17;217
18;215
19;194
20;151
21;100
22;30
07 February 2020;951
6;1
7;88
8;104
9;111
10;65
11;92
12;165
13;154
14;112
15;121
16;188
17;215
18;234
19;119
20;127
21;53
22;40
23;0
08 February 2020;548
7;1
8;52
9;84
10;106
11;95
12;110
13;81
14;87
15;87
16;83
17;84
18;113
19;87
20;32
09 February 2020;435
7;1
8;28
9;54
10;86
11;83
12;100
13;65
14;70
15;72
16;76
17;90
18;76
19;68
20;32
10 February 2020;973
6;3
7;97
8;117
9;89
10;69
11;124
12;146
13;134
14;117
15;123
16;132
17;215
18;207
19;202
20;132
21;81
22;36
11 February 2020;1017
6;1
7;92
8;115
9;104
10;90
11;101
12;154
13;126
14;109
15;132
16;186
17;200
18;213
19;200
20;159
21;78
22;28
12 February 2020;926
6;3
7;96
8;108
9;93
10;92
11;109
12;197
13;193
14;119
15;125
16;129
17;175
18;162
19;133
20;98
21;74
22;9
13 February 2020;929
6;2
7;87
8;115
9;86
10;72
11;83
12;121
13;120
14;90
15;109
16;141
17;207
18;234
19;175
20;155
21;89
22;40
14 February 2020;867
6;3
7;87
8;113
9;105
10;65
11;136
12;168
13;132
14;118
15;101
16;137
17;175
18;173
19;125
20;102
21;38
22;10
15 February 2020;476
3;0
7;3
8;46
9;65
10;73
11;75
12;98
13;87
14;71
15;79
16;85
17;96
18;114
19;83
20;36
16 February 2020;485
7;1
8;28
9;55
10;65
11;95
12;94
13;86
14;72
15;78
16;89
17;88
18;107
19;102
20;38
22;0
17 February 2020;994
6;3
7;87
8;118
9;102
10;87
11;128
12;142
13;128
14;100
15;121
16;151
17;175
18;214
19;206
20;154
21;99
22;32
18 February 2020;1004
6;1
7;96
8;126
9;129
10;91
11;87
12;145
13;129
14;125
15;122
16;182
17;184
18;211
19;193
20;173
21;82
22;21
19 February 2020;985
6;2
7;93
8;116
9;101
10;89
11;123
12;186
13;178
14;150
15;134
16;152
17;181
18;194
19;140
20;109
21;77
22;24
20 February 2020;899
6;2
7;84
8;114
9;81
10;87
11;102
12;151
13;124
14;91
15;90
16;143
17;175
18;209
19;155
20;155
21;86
22;34
21 February 2020;856
6;3
7;68
8;97
9;108
10;79
11;108
12;150
13;143
14;98
15;108
16;159
17;165
18;197
19;127
20;126
21;38
22;39
22 February 2020;444
7;2
8;39
9;59
10;80
11;70
12;65
13;62
14;72
15;82
16;94
17;78
18;103
19;90
20;25
23 February 2020;481
7;2
8;29
9;51
10;73
11;65
12;102
13;81
14;82
15;81
16;93
17;112
18;115
19;97
20;24
24 February 2020;992
6;2
7;82
8;121
9;83
10;57
11;104
12;135
13;128
14;119
15;129
16;190
17;213
18;230
19;200
20;145
21;89
22;49
25 February 2020;1029
6;3
7;97
8;127
9;134
10;103
11;92
12;142
13;115
14;116
15;131
16;179
17;211
18;212
19;183
20;165
21;91
22;35
26 February 2020;925
6;2
7;88
8;103
9;92
10;69
11;120
12;170
13;160
14;116
15;129
16;132
17;178
18;200
19;151
20;112
21;92
22;11
27 February 2020;893
6;2
7;84
8;99
9;73
10;66
11;98
12;131
13;145
14;88
15;94
16;132
17;175
18;232
19;168
20;158
21;93
22;22
28 February 2020;955
4;0
6;1
7;74
8;98
9;81
10;84
11;116
12;145
13;123
14;98
15;123
16;181
17;195
18;239
19;194
20;124
21;121
22;12
29 February 2020;488
7;1
8;37
9;58
10;99
11;86
12;82
13;96
14;90
15;78
16;97
17;83
18;120
19;72
20;38
01 March 2020;451
7;3
8;35
9;54
10;70
11;68
12;85
13;82
14;54
15;65
16;77
17;81
18;123
19;82
20;26
02 March 2020;926
1;0
6;1
7;82
8;106
9;87
10;52
11;91
12;130
13;102
14;102
15;106
16;156
17;215
18;237
19;177
20;150
21;77
22;18
03 March 2020;990
6;3
7;99
8;136
9;117
10;97
11;81
12;154
13;125
14;111
15;113
16;168
17;191
18;179
19;187
20;149
21;86
22;20
04 March 2020;912
6;1
7;88
8;124
9;88
10;93
11;116
12;151
13;154
14;147
15;128
16;124
17;189
18;168
19;142
20;106
21;83
22;1
05 March 2020;889
6;2
7;77
8;96
9;84
10;90
11;90
12;135
13;113
14;84
15;98
16;145
17;183
18;214
19;151
20;133
21;98
22;41
06 March 2020;831
6;2
7;66
8;86
9;85
10;82
11;107
12;150
13;113
14;95
15;88
16;144
17;191
18;213
19;125
20;110
21;49
22;23
23;1
07 March 2020;489
4;1
7;2
8;39
9;60
10;90
11;79
12;90
13;88
14;76
15;80
16;92
17;71
18;92
19;87
20;21
08 March 2020;441
7;2
8;45
9;63
10;85
11;82
12;82
13;68
14;68
15;63
16;64
17;73
18;89
19;85
20;28
09 March 2020;913
6;1
7;92
8;104
9;91
10;67
11;102
12;116
13;108
14;91
15;113
16;161
17;208
18;212
19;172
20;128
21;70
22;39
10 March 2020;869
6;3
7;94
8;118
9;103
10;76
11;97
12;142
13;113
14;93
15;112
16;160
17;171
18;177
19;141
20;106
21;73
22;21
11 March 2020;756
6;3
7;73
8;86
9;83
10;79
11;107
12;123
13;111
14;88
15;104
16;105
17;142
18;168
19;142
20;84
21;75
22;17
12 March 2020;695
2;0
6;3
7;74
8;88
9;80
10;63
11;70
12;99
13;106
14;80
15;73
16;113
17;142
18;159
19;119
20;93
21;60
22;16
13 March 2020;581
4;0
6;2
7;75
8;83
9;83
10;49
11;59
12;109
13;90
14;66
15;58
16;78
17;131
18;136
19;83
20;66
21;35
22;2
14 March 2020;292
7;2
8;32
9;44
10;56
11;47
12;54
13;52
14;50
15;35
16;55
17;51
18;76
19;46
20;25
15 March 2020;221
3;0
7;1
8;25
9;31
10;37
11;45
12;32
13;42
14;38
15;33
16;37
17;43
18;43
19;56
20;13
16 March 2020;347
6;2
7;38
8;47
9;34
10;26
11;41
12;60
13;59
14;47
15;48
16;78
17;69
18;64
19;49
20;40
21;20
22;4
17 March 2020;183
6;1
7;28
8;31
9;31
10;28
11;13
12;35
13;33
14;32
15;31
16;34
17;32
18;39
19;25
20;18
21;16
22;3
18 March 2020;182
6;3
7;18
8;12
9;19
10;18
11;24
12;31
13;33
14;37
15;38
16;28
17;39
18;39
19;39
20;17
21;8
19 March 2020;61
6;2
7;13
8;12
9;15
10;19
11;20
12;29
13;18
14;1
20 March 2020;0
0;0
21 March 2020;0
2;0
24 March 2020;0
3;0
17;0
27 March 2020;0
13;0
12 April 2020;1
9;1
14;1
13 April 2020;1
9;1
15 April 2020;1
18;1
17 April 2020;0
10;0
19 April 2020;1
13;1
21 April 2020;0
10;0
22 April 2020;1
18;1
23;1
23 April 2020;0
4;0
18;0
23;0
24 April 2020;0
6;0
30 April 2020;0
9;0
08 May 2020;1
12;1
19 May 2020;0
11;0
29 May 2020;1
15;1
30 May 2020;0
8;0
14;0
31 May 2020;0
9;0
14;0
01 June 2020;0
18;0
23;0
02 June 2020;0
4;0
18;0
23;0
03 June 2020;0
4;0
10 June 2020;0
10;0
12 June 2020;0
14;0
21 June 2020;1
13;1
22 June 2020;0
14;0
26 June 2020;0
12;0
03 July 2020;0
10;0
04 July 2020;0
4;0
09 July 2020;0
12;0
11 July 2020;0
19;0
23;0
12 July 2020;0
4;0
19;0
23;0
13 July 2020;0
6;0
17 July 2020;0
9;0
14;0
18 July 2020;0
14;0
19 July 2020;0
18;0
23;0
20 July 2020;0
4;0
18;0
23;0
21 July 2020;0
5;0
24 July 2020;3
11;1
12;1
13;0
14;1
25 July 2020;0
8;0
14;0
26 July 2020;0
9;0
14;0
27 July 2020;0
18;0
23;0
28 July 2020;0
4;0
18;0
23;0
29 July 2020;0
4;0
12 August 2020;2
11;1
13;1
24 August 2020;1
10;0
14;1
16;0
26 August 2020;0
9;0
14;0
27 August 2020;0
9;0
14;0
28 August 2020;0
19;0
23;0
29 August 2020;0
5;0
18;0
23;0
30 August 2020;0
4;0
03 September 2020;2
13;1
14;1
04 September 2020;3
11;3
07 September 2020;62
6;3
7;6
8;8
9;5
10;8
11;9
12;12
13;9
14;14
15;17
16;18
17;16
18;14
19;15
08 September 2020;86
6;2
7;7
8;8
9;11
10;10
11;10
12;14
13;13
14;18
15;12
16;20
17;27
18;23
19;11
09 September 2020;112
6;1
7;7
8;10
9;15
10;15
11;27
12;16
13;23
14;22
15;25
16;27
17;21
18;17
19;15
23;0
10 September 2020;101
2;0
3;0
6;4
7;12
8;12
9;17
10;19
11;21
12;15
13;16
14;20
15;28
16;21
17;19
18;14
19;13
11 September 2020;98
6;1
7;8
8;10
9;13
10;17
11;17
12;18
13;17
14;18
15;19
16;22
17;21
18;23
19;13
12 September 2020;59
7;2
8;8
9;9
10;13
11;19
12;19
13;11
14;10
15;18
16;8
13 September 2020;59
7;2
8;11
9;9
10;20
11;14
12;17
13;12
14;14
15;8
16;8
14 September 2020;172
6;2
7;13
8;20
9;17
10;20
11;33
12;32
13;31
14;26
15;28
16;31
17;33
18;44
19;35
20;1
15 September 2020;154
6;1
7;14
8;20
9;13
10;23
11;25
12;24
13;17
14;22
15;28
16;35
17;31
18;28
19;26
20;3
16 September 2020;174
0;0
6;2
7;12
8;18
9;24
10;16
11;22
12;25
13;27
14;25
15;23
16;34
17;33
18;35
19;33
20;1
17 September 2020;164
6;2
7;17
8;22
9;24
10;16
11;22
12;20
13;19
14;15
15;38
16;33
17;38
18;28
19;20
20;1
18 September 2020;146
6;3
7;14
8;23
9;26
10;22
11;21
12;16
13;24
14;23
15;36
16;29
17;29
18;20
19;17
19 September 2020;87
2;0
4;0
7;1
8;11
9;22
10;18
11;17
12;18
13;17
14;19
15;27
16;3
20 September 2020;94
7;2
8;20
9;18
10;25
11;31
12;21
13;25
14;21
15;20
16;3
21 September 2020;228
6;1
7;20
8;32
9;28
10;22
11;31
12;28
13;24
14;32
15;43
16;54
17;62
18;47
19;29
20;4
22;0
22 September 2020;222
5;0
6;1
7;25
8;29
9;28
10;32
11;27
12;31
13;23
14;23
15;37
16;41
17;51
18;37
19;26
20;2
22;0
23 September 2020;244
5;0
6;4
7;20
8;36
9;47
10;33
11;29
12;27
13;33
14;36
15;49
16;58
17;51
18;49
19;34
20;4
24 September 2020;210
6;2
7;20
8;26
9;23
10;30
11;21
12;24
13;33
14;35
15;35
16;44
17;42
18;55
19;31
20;4
25 September 2020;188
5;0
6;2
7;16
8;18
9;36
10;31
11;23
12;19
13;17
14;21
15;28
16;46
17;51
18;34
19;22
20;1
26 September 2020;131
7;2
8;13
9;32
10;53
11;48
12;29
13;24
14;39
15;36
16;1
27 September 2020;134
7;3
8;15
9;33
10;48
11;44
12;34
13;29
14;30
15;26
16;5
28 September 2020;277
6;1
7;25
8;33
9;41
10;39
11;44
12;34
13;41
14;43
15;45
16;53
17;63
18;51
19;27
20;4
29 September 2020;227
6;1
7;14
8;19
9;33
10;21
11;30
12;22
13;23
14;33
15;37
16;44
17;49
18;53
19;35
20;3
30 September 2020;255
6;1
7;22
8;27
9;38
10;28
11;37
12;36
13;33
14;28
15;34
16;48
17;51
18;47
19;36
20;3
01 October 2020;244
6;3
7;18
8;27
9;37
10;39
11;39
12;30
13;31
14;26
15;34
16;51
17;43
18;41
19;34
20;2
02 October 2020;221
6;1
7;17
8;30
9;30
10;35
11;31
12;19
13;27
14;31
15;48
16;36
17;44
18;44
19;28
03 October 2020;200
7;2
8;20
9;35
10;51
11;41
12;35
13;31
14;38
15;37
16;35
17;36
18;25
19;9
04 October 2020;174
7;2
8;16
9;26
10;37
11;43
12;29
13;19
14;25
15;39
16;13
17;38
18;12
19;16
20;11
05 October 2020;382
6;2
7;26
8;46
9;40
10;40
11;29
12;38
13;56
14;46
15;53
16;66
17;85
18;58
19;63
20;47
21;21
22;1
06 October 2020;382
6;2
7;29
8;43
9;40
10;37
11;48
12;31
13;39
14;37
15;66
16;67
17;68
18;65
19;57
20;38
21;22
07 October 2020;343
6;3
7;25
8;44
9;32
10;33
11;39
12;47
13;55
14;52
15;61
16;61
17;72
18;58
19;37
20;13
21;6
08 October 2020;391
6;4
7;40
8;32
9;35
10;18
11;29
12;43
13;33
14;53
15;78
16;91
17;81
18;92
19;56
20;31
21;26
22;2
09 October 2020;410
6;3
7;32
8;44
9;42
10;29
11;34
12;40
13;42
14;53
15;80
16;73
17;79
18;64
19;67
20;44
21;23
22;2
10 October 2020;330
7;1
8;18
9;43
10;77
11;70
12;60
13;34
14;39
15;45
16;79
17;67
18;40
19;21
20;8
11 October 2020;333
2;0
7;2
8;13
9;38
10;47
11;42
12;36
13;44
14;41
15;90
16;69
17;61
18;56
19;45
20;4
12 October 2020;527
6;1
7;46
8;55
9;52
10;39
11;35
12;41
13;57
14;45
15;71
16;65
17;101
18;92
19;123
20;83
21;44
22;2
13 October 2020;491
6;1
7;45
8;49
9;32
10;42
11;47
12;41
13;45
14;48
15;59
16;59
17;86
18;95
19;106
20;76
21;36
22;7
14 October 2020;424
6;1
7;32
8;40
9;31
10;38
11;41
12;46
13;59
14;58
15;74
16;66
17;68
18;79
19;63
20;35
21;24
15 October 2020;469
1;0
6;3
7;45
8;35
9;45
10;28
11;27
12;38
13;44
14;57
15;81
16;95
17;80
18;102
19;86
20;39
21;48
22;1
16 October 2020;514
3;0
6;2
7;42
8;47
9;45
10;42
11;37
12;34
13;60
14;57
15;86
16;79
17;100
18;85
19;106
20;68
21;51
17 October 2020;356
7;2
8;30
9;44
10;60
11;65
12;42
13;49
14;51
15;79
16;59
17;74
18;60
19;25
20;20
18 October 2020;359
2;0
7;1
8;24
9;33
10;50
11;51
12;44
13;48
14;39
15;83
16;68
17;80
18;61
19;42
20;2
19 October 2020;570
3;0
6;2
7;45
8;46
9;33
10;39
11;39
12;46
13;55
14;43
15;73
16;108
17;123
18;105
19;117
20;96
21;64
20 October 2020;529
6;2
7;47
8;47
9;44
10;28
11;37
12;45
13;59
14;40
15;57
16;72
17;101
18;91
19;125
20;95
21;32
22;10
21 October 2020;602
3;0
6;2
7;38
8;46
9;51
10;48
11;54
12;80
13;90
14;91
15;82
16;92
17;91
18;105
19;93
20;74
21;51
22;4
22 October 2020;463
6;1
7;49
8;39
9;48
10;31
11;27
12;25
13;31
14;40
15;65
16;89
17;74
18;112
19;100
20;53
21;49
22;2
23 October 2020;511
6;1
7;37
8;43
9;41
10;31
11;36
12;31
13;42
14;41
15;67
16;86
17;102
18;102
19;124
20;82
21;56
24 October 2020;300
7;2
8;33
9;34
10;51
11;50
12;45
13;22
14;29
15;44
16;49
17;70
18;72
19;46
20;12
25 October 2020;333
7;1
8;30
9;30
10;38
11;42
12;31
13;45
14;30
15;72
16;63
17;100
18;42
19;74
20;18
26 October 2020;557
6;2
7;52
8;41
9;45
10;34
11;49
12;39
13;33
14;50
15;71
16;80
17;97
18;119
19;125
20;95
21;76
27 October 2020;531
6;1
7;50
8;54
9;46
10;41
11;33
12;37
13;37
14;50
15;68
16;83
17;100
18;97
19;111
20;97
21;42
22;2
28 October 2020;633
6;2
7;38
8;46
9;44
10;44
11;56
12;72
13;112
14;99
15;115
16;92
17;92
18;101
19;113
20;91
21;48
22;5
29 October 2020;480
6;2
7;42
8;39
9;41
10;32
11;29
12;37
13;43
14;42
15;70
16;86
17;71
18;120
19;94
20;64
21;53
30 October 2020;511
6;2
7;40
8;48
9;52
10;49
11;36
12;33
13;47
14;55
15;56
16;81
17;112
18;92
19;94
20;68
21;48
22;2
31 October 2020;332
7;2
8;35
9;42
10;59
11;52
12;46
13;41
14;27
15;60
16;57
17;77
18;43
19;26
20;12
01 November 2020;344
7;1
8;16
9;28
10;46
11;41
12;28
13;67
14;42
15;82
16;54
17;64
18;68
19;67
20;5
02 November 2020;577
6;1
7;48
8;44
9;39
10;48
11;45
12;45
13;65
14;77
15;72
16;91
17;108
18;115
19;121
20;98
21;61
03 November 2020;436
6;1
7;34
8;41
9;33
10;37
11;38
12;35
13;55
14;59
15;48
16;57
17;73
18;94
19;105
20;59
21;22
04 November 2020;393
6;3
7;38
8;34
9;34
10;55
11;55
12;44
13;79
14;75
15;79
16;60
17;63
18;60
19;50
08 November 2020;0
20;0
11 November 2020;1
11;1
12 November 2020;1
11;1
13 November 2020;2
11;1
15;2
14 November 2020;3
11;1
13;1
14;1
15;1
15 November 2020;1
8;1
17 November 2020;1
10;1
19 November 2020;1
11;1
22 November 2020;1
12;1
13;1
23 November 2020;1
12;1
28 November 2020;1
13;1
01 December 2020;2
11;1
13;1
02 December 2020;338
6;2
7;35
8;34
9;34
10;52
11;53
12;41
13;59
14;52
15;56
16;51
17;54
18;52
19;30
20;18
21;13
03 December 2020;293
2;0
6;3
7;18
8;30
9;32
10;37
11;32
12;26
13;51
14;54
15;49
16;44
17;47
18;55
19;47
20;20
21;9
04 December 2020;279
6;2
7;18
8;22
9;29
10;35
11;39
12;34
13;62
14;41
15;45
16;46
17;44
18;49
19;37
20;14
21;9
22;2
05 December 2020;190
7;2
8;26
9;31
10;38
11;40
12;35
13;23
14;29
15;33
16;22
17;15
18;28
19;27
20;2
06 December 2020;182
7;1
8;22
9;30
10;33
11;31
12;35
13;23
14;35
15;30
16;18
17;18
18;34
19;19
20;1
23;0
07 December 2020;278
6;3
7;21
8;29
9;30
10;36
11;36
12;19
13;44
14;45
15;41
16;38
17;46
18;54
19;35
20;21
21;11
08 December 2020;246
6;2
7;20
8;22
9;29
10;28
11;21
12;16
13;32
14;27
15;36
16;42
17;43
18;50
19;36
20;19
21;9
09 December 2020;276
6;1
7;20
8;27
9;33
10;43
11;38
12;20
13;42
14;36
15;32
16;39
17;58
18;50
19;42
20;25
21;10
10 December 2020;223
6;2
7;21
8;25
9;30
10;33
11;21
12;23
13;30
14;32
15;38
16;51
17;37
18;37
19;34
20;4
11 December 2020;228
6;2
7;15
8;17
9;23
10;27
11;24
12;22
13;40
14;41
15;37
16;36
17;47
18;56
19;32
20;3
12 December 2020;135
7;1
8;18
9;24
10;37
11;33
12;28
13;21
14;43
15;42
16;1
13 December 2020;130
7;2
8;14
9;17
10;27
11;31
12;24
13;24
14;40
15;42
16;8
14 December 2020;210
6;2
7;15
8;21
9;25
10;30
11;25
12;19
13;40
14;39
15;39
16;33
17;33
18;44
19;33
20;1
15 December 2020;203
6;2
7;14
8;24
9;22
10;23
11;20
12;16
13;29
14;27
15;43
16;39
17;40
18;46
19;36
20;2
16 December 2020;217
6;2
7;9
8;14
9;27
10;33
11;36
12;21
13;44
14;38
15;33
16;32
17;30
18;54
19;46
17 December 2020;175
6;1
7;11
8;13
9;14
10;27
11;26
12;26
13;37
14;33
15;35
16;35
17;25
18;31
19;25
18 December 2020;158
3;0
6;2
7;7
8;15
9;14
10;25
11;21
12;14
13;27
14;27
15;29
16;33
17;28
18;32
19;25
19 December 2020;95
7;2
8;7
9;15
10;23
11;30
12;23
13;22
14;27
15;26
16;2
29 December 2020;1
9;1
03 January 2021;0
18;0
08 January 2021;0
14;0
12 January 2021;0
4;0
14;0
01 February 2021;1
8;1
08 February 2021;0
8;0
11 February 2021;1
13;1
18 February 2021;0
9;0
10;0
26 February 2021;1
10;1
14;1
27 February 2021;1
9;1
14;1
06 March 2021;0
13;0
08 March 2021;1
9;1
11;1
15;1
09 March 2021;1
9;1
10 March 2021;2
10;1
15;1
11 March 2021;1
13;1
12 March 2021;3
8;2
9;2
10;3
12;1
14 March 2021;1
9;1
16 March 2021;0
15;0
19 March 2021;0
11;0
20 March 2021;1
8;1
9;1
10;1
25 March 2021;1
12;1
27 March 2021;1
10;1
29 March 2021;1
14;1
01 April 2021;2
12;1
13;1
19;1
23;1
02 April 2021;1
4;1
19;1
23;1
03 April 2021;1
4;1
05 April 2021;1
13;1
14;1
09 April 2021;4
10;2
11;2
12;2
11 April 2021;1
10;1
12 April 2021;469
6;1
7;54
8;53
9;74
10;96
11;84
12;44
13;79
14;56
15;67
16;84
17;73
18;90
19;55
20;2
13 April 2021;385
6;3
7;35
8;38
9;52
10;80
11;59
12;38
13;57
14;41
15;55
16;72
17;65
18;69
19;52
14 April 2021;395
1;0
6;2
7;36
8;53
9;65
10;90
11;57
12;37
13;55
14;32
15;49
16;73
17;70
18;72
19;47
20;4
15 April 2021;393
6;2
7;27
8;37
9;65
10;78
11;63
12;43
13;55
14;42
15;70
16;81
17;67
18;84
19;54
20;3
16 April 2021;416
6;3
7;39
8;59
9;71
10;83
11;53
12;38
13;63
14;53
15;50
16;66
17;65
18;71
19;55
20;4
17 April 2021;228
7;1
8;30
9;52
10;60
11;49
12;44
13;26
14;59
15;46
16;3
19;1
23;1
18 April 2021;201
4;1
7;1
8;29
9;40
10;43
11;44
12;31
13;23
14;51
15;46
16;12
19;1
23;1
19 April 2021;425
4;1
6;2
7;34
8;56
9;49
10;71
11;60
12;41
13;64
14;64
15;82
16;81
17;69
18;66
19;50
20;9
20 April 2021;429
6;1
7;41
8;63
9;49
10;65
11;52
12;36
13;61
14;50
15;70
16;85
17;79
18;76
19;62
20;6
22;1
21 April 2021;425
6;3
7;40
8;59
9;57
10;74
11;51
12;47
13;63
14;42
15;54
16;71
17;84
18;74
19;65
20;3
22 April 2021;430
6;2
7;32
8;57
9;54
10;68
11;56
12;45
13;56
14;54
15;73
16;68
17;70
18;92
19;58
20;6
23 April 2021;404
6;2
7;36
8;51
9;52
10;65
11;48
12;35
13;65
14;43
15;66
16;69
17;81
18;77
19;46
20;1
24 April 2021;295
7;1
8;40
9;57
10;63
11;51
12;45
13;40
14;38
15;33
16;33
17;37
18;31
19;41
20;11
25 April 2021;259
7;1
8;37
9;50
10;51
11;40
12;41
13;19
14;33
15;38
16;42
17;38
18;40
19;27
20;8
26 April 2021;419
6;2
7;22
8;49
9;50
10;62
11;52
12;44
13;78
14;61
15;68
16;64
17;74
18;65
19;60
20;38
21;19
27 April 2021;421
6;2
7;32
8;41
9;48
10;73
11;51
12;35
13;41
14;40
15;60
16;74
17;84
18;68
19;63
20;31
21;16
28 April 2021;412
6;1
7;36
8;50
9;52
10;65
11;41
12;32
13;48
14;39
15;56
16;73
17;83
18;74
19;76
20;22
21;11
22;1
29 April 2021;411
6;1
7;29
8;40
9;45
10;64
11;52
12;46
13;52
14;53
15;66
16;67
17;65
18;80
19;61
20;27
21;17
30 April 2021;426
6;2
7;26
8;36
9;47
10;59
11;57
12;37
13;63
14;67
15;74
16;78
17;69
18;72
19;60
20;27
21;10
01 May 2021;290
4;0
7;1
8;30
9;37
10;58
11;60
12;47
13;21
14;38
15;40
16;40
17;51
18;45
19;43
20;3
02 May 2021;268
7;2
8;27
9;43
10;50
11;43
12;34
13;34
14;37
15;47
16;39
17;39
18;34
19;32
20;8
03 May 2021;255
1;0
8;3
9;41
10;77
11;55
12;45
13;65
14;69
15;84
16;50
17;2
04 May 2021;470
6;2
7;34
8;43
9;47
10;64
11;57
12;22
13;63
14;56
15;68
16;69
17;83
18;71
19;79
20;69
21;28
05 May 2021;472
6;3
7;36
8;49
9;38
10;62
11;68
12;50
13;68
14;59
15;79
16;66
17;68
18;80
19;87
20;59
21;16
06 May 2021;426
6;2
7;36
8;45
9;34
10;49
11;49
12;40
13;58
14;65
15;78
16;76
17;60
18;74
19;67
20;39
21;13
22;0
07 May 2021;433
7;27
8;46
9;56
10;63
11;46
12;40
13;63
14;60
15;86
16;80
17;71
18;76
19;55
20;29
21;14
08 May 2021;299
7;2
8;14
9;35
10;46
11;49
12;66
13;44
14;45
15;57
16;51
17;38
18;42
19;43
20;15
09 May 2021;373
7;1
8;38
9;46
10;55
11;65
12;54
13;38
14;51
15;53
16;66
17;66
18;63
19;45
20;12
10 May 2021;518
6;2
7;41
8;54
9;65
10;69
11;60
12;37
13;65
14;68
15;82
16;92
17;86
18;83
19;73
20;64
21;36
22;4
11 May 2021;486
6;2
7;36
8;46
9;42
10;61
11;45
12;45
13;70
14;60
15;74
16;78
17;70
18;85
19;80
20;61
21;29
22;1
12 May 2021;515
6;2
7;32
8;56
9;49
10;71
11;56
12;45
13;73
14;66
15;69
16;81
17;82
18;83
19;83
20;66
21;30
13 May 2021;456
6;1
7;25
8;48
9;45
10;55
11;51
12;32
13;59
14;57
15;80
16;75
17;60
18;80
19;81
20;55
21;25
22;1
14 May 2021;472
6;1
7;27
8;50
9;56
10;76
11;55
12;39
13;70
14;60
15;76
16;80
17;67
18;71
19;67
20;45
21;14
15 May 2021;321
1;0
2;0
7;2
8;28
9;45
10;49
11;65
12;59
13;21
14;35
15;52
16;48
17;51
18;55
19;33
20;3
16 May 2021;334
7;1
8;30
9;48
10;58
11;40
12;48
13;36
14;42
15;51
16;42
17;47
18;62
19;46
20;12
17 May 2021;553
6;2
7;38
8;52
9;45
10;70
11;67
12;37
13;67
14;64
15;85
16;100
17;92
18;78
19;107
20;74
21;42
22;1
18 May 2021;547
6;3
7;47
8;46
9;35
10;70
11;57
12;46
13;78
14;64
15;84
16;77
17;69
18;93
19;99
20;84
21;38
22;7
19 May 2021;468
6;2
7;31
8;51
9;57
10;76
11;56
12;31
13;73
14;61
15;59
16;70
17;66
18;70
19;77
20;45
21;28
20 May 2021;517
6;1
7;33
8;60
9;51
10;56
11;43
12;39
13;64
14;63
15;101
16;88
17;99
18;87
19;103
20;61
21;16
22;1
21 May 2021;521
2;0
6;2
7;29
8;44
9;58
10;83
11;55
12;31
13;69
14;69
15;82
16;84
17;100
18;81
19;74
20;53
21;41
22 May 2021;350
7;2
8;40
9;58
10;72
11;65
12;49
13;52
14;49
15;45
16;42
17;40
18;57
19;37
20;4
23 May 2021;331
7;1
8;27
9;33
10;61
11;57
12;50
13;26
14;44
15;51
16;36
17;69
18;69
19;60
20;7
24 May 2021;578
5;1
6;2
7;39
8;66
9;53
10;58
11;58
12;42
13;70
14;58
15;84
16;83
17;94
18;97
19;118
20;83
21;49
22;11
25 May 2021;566
4;0
6;2
7;42
8;53
9;43
10;68
11;59
12;51
13;80
14;77
15;89
16;78
17;80
18;103
19;96
20;81
21;38
22;1
26 May 2021;508
6;3
7;42
8;62
9;44
10;73
11;59
12;33
13;65
14;59
15;63
16;64
17;73
18;81
19;87
20;61
21;38
27 May 2021;542
6;2
7;36
8;41
9;56
10;65
11;55
12;38
13;65
14;63
15;88
16;95
17;88
18;99
19;99
20;67
21;53
28 May 2021;497
6;1
7;39
8;49
9;38
10;73
11;60
12;40
13;64
14;61
15;77
16;98
17;73
18;94
19;89
20;36
21;33
22;2
29 May 2021;328
7;2
8;17
9;29
10;62
11;71
12;61
13;52
14;48
15;48
16;50
17;51
18;53
19;37
20;9
30 May 2021;351
7;1
8;30
9;30
10;54
11;63
12;50
13;33
14;46
15;62
16;47
17;60
18;58
19;56
20;6
31 May 2021;249
8;2
9;46
10;73
11;59
12;38
13;61
14;69
15;77
16;54
17;3
01 June 2021;545
6;2
7;50
8;57
9;55
10;80
11;69
12;38
13;70
14;72
15;69
16;80
17;81
18;94
19;97
20;69
21;26
22;1
02 June 2021;533
6;1
7;26
8;53
9;57
10;80
11;70
12;42
13;78
14;69
15;72
16;71
17;83
18;90
19;93
20;61
21;32
03 June 2021;575
1;0
6;2
7;19
8;38
9;51
10;92
11;65
12;45
13;75
14;75
15;92
16;118
